id,group_id,name,barcode
431,13,FRESCO CAPPUCCINO (SCT) 25 G,8991002109377
432,12,FRISIAN FLAG COKLAT 38G (RCG) ,8992753102303
433,11,FRISIAN FLAG JUNIO COKELAT 110 ML (BOX),8992753033645
434,11,FRISIAN FLAG MILKY COKELAT 115 ML (BOX),8992753182008
435,12,FRISIAN FLAG PUTIH 38G (RCG),8992753031900
436,12,FRISSIAN FLAG KENTAL MANIS COKLAT 370G (KLG),8992753102204
437,12,FRISSIAN FLAG KENTAL MANIS PUTIH 370G (KLG),8992753101207
438,11,FRUIT TEA BLACKCURRANT 350 ML (BTL),8996006858160
439,11,FRUIT TEA LEMON 350 ML (BTL),8996006858320
440,11,FRUIT TEA STRAWBERRY + GRAPE 350 ML (BTL),8996006858115
441,11,FRUIT TEA STROBERI 350 ML (BTL),8996006858108
442,10,FULLO CHOCOLATE 7G,8991102380706
443,10,FULLO CHOCOLATE 7G (BOX),8991102380805
444,10,FULLO VANILLA MILK 7G,8991102381017
445,10,FULLO VANILLA MILK 7G (BOX),8991102381024
446,8,GALETTO DARK CHOCOLATE 250 G,8992993523265
447,8,GALETTO WHITE CHOCOLATE 250 G,8992993523517
448,8,GARAM JEMPOL 250 G,8993111212504
449,3,GARNIER BC BOSTER SERUM VITAMIN C 15 ML,8994993013746
450,3,GARNIER BC FACE WASH 9 ML,8994993001194
451,3,GARNIER BC VITAMIN C SERUM CREAM 20 ML,8994993002429
452,3,GARNIER BC VITAMIN C SERUM DAY CREAM 7 ML,8992304014451
453,3,GARNIER BC VITAMIN C SERUM NIGHT CREAM 7 ML,8994993002672
454,3,GARNIER BC YOGURT SLEEPING MASK 20 ML,8992304094767
455,3,"GARNIER LIGHTENING COMPLETE SERUM VITAMIN C 7,5 ML",8994993010004
456,3,GARNIER MICELLAR OIL INFUSED 50 ML,6902395717881
457,3,GARNIER MICELLAR WATER VITAMIN C 125 ML,8994993013845
458,3,"GARNIER SERUM SAKURA WHITE HYALURON 7,5 ML",8994993011575
459,10,GARUDA CRUNCHY O'CORN SEA SALT  18 G,8992775002391
460,10,GARUDA CRUNCHY POTATO SAPI BBQ 13 G,8992775002193
461,10,GARUDA KACANG ATOM 15 G (RCG),8992775004340
462,10,GARUDA KACANG ATOM ORIGINAL 50 G,8992775204054
463,10,GARUDA KACANG KULIT 14 G (RCG),8992775110171
464,10,GARUDA KACANG KULIT 145 G,8992775110140
465,10,GARUDA KACANG KULIT 60 G,8992775110157
466,10,GARUDA KACANG TELUR 19 G (RCG),8992775212134
467,10,GARUDA PILUS ABON SAPI 7 G (RCG),8992775211465
468,10,GARUDA PILUS MIE GORENG 17 G (RCG),8992775000854
469,10,GARUDA PILUS MIE GORENG 80 G,8992775001042
470,10,GARUDA PILUS PEDAS 80 G,8992775211410
471,10,GARUDA PILUS RUMPUT LAUT 7 G (RCG),8992775201480
472,10,GARUDA PILUS SAPI PANGGANG 80 G,8992775211434
473,10,GARUDA ROSTA KACANG PANGGANG RASA BAWANG 11 G (RCG),8992775203408
474,10,GARUDA ROSTA KACANG PANGGANG RASA BAWANG 24 G,8992775203415
475,10,GARUDA ROSTA KACANG PANGGANG RASA PEDAS 11 G (RCG),8992775000793
476,3,GATSBY BW INTENSE BRIGHT+ AHA 450 ML,8992222056670
477,3,GATSBY BW SHOOKING ICE WAVE 450 ML,8992222051316
478,4,GELIGA BALSEM 10 G,8993176812039
479,4,GELIGA BALSEM 40 G,8993176812015
480,4,GELIGA MINYAK OTOT 30 ML,8993176120080
481,2,GENTLE GEN MORNING BREZZE 750 ML,8996001401187
482,2,GENTLE GEN PARISIENNE GARDEN 750 ML,8996001401200
483,10,GERY SALUT MALKIST COCONUT (RCG),8992775305126
484,10,GERY SALUT MALKIST COKLAT 18G (RCG),8992775305003
485,10,GERY SALUT MALKIST COKLAT AND COCONUT 19 G (RCG),8992775001806
486,10,GERY SALUT MALKIST DOUBLE ABON (RCG),8992775003978
487,10,GERY SALUT MALKIST KEJU SWEET CHEESE 20G (RCG),8992775305034
488,10,GERY SALUT MALKIST MATCHA LATTE 20G (PAK),8992775305188
489,10,GERY SALUT WAFER COCONUT 20G,8992775001011
490,10,GERY SALUT WAFER COCONUT 20G (BOX),8992775001028
491,10,GERY SEREAL COKELAT 27 G,8992775318201
492,3,GIV BW DAMASK ROSE & CHERRY BLOSSOM 250 ML,8998866805995
493,3,GIV BW DAMASK ROSE & CHERRY BLOSSOM 76 G,8998866888622
494,3,GIV BW PASSION FLOWERS & SWEET BERRY 76 G,8998866602389
495,3,GIV BW PURE WHITE 250 ML,8998866609432
496,3,GIV BW PURE WHITE 60 ML,8998866609463
497,3,GIV BW WATER LILY & CAMOMILE 76 G,8998866888615
498,3,GIV BW WHITE FLOWERS & VANILLA 60 ML,8998866805971
499,3,GIV BW WHITE FLOWERS & VANILLA 76 G,8998866606417
500,3,GIV BW WIHITE HIJAB 250 ML,8998866621533
501,3,GIV WHITE BW BENGKOANG & YOGURT 76 G,8998866608305
502,3,GIV WHITE BW PAPAYA & HONEY 76 G,8998866608312
503,2,GLADE DIAMOND ORANGE SPLASH 80 ML,8992779184000
504,2,GLADE DIAMOND REF AQUA 80 ML,8992779195907
505,2,GLADE DIAMOND REF WILD BERRIES 80 ML,8992779185908
506,2,GLADE SPRAY EXOTIC TROP BLSM (KLG) 350 ML,8992779141409
507,10,GLICO POCKY COKLAT 21G,8851019230566
508,10,GLICO POCKY COKLAT 21G (BOX),8851019015170
509,10,GLICO POCKY STRAWBERRY 21G,8851019230573
510,10,GLICO POCKY STRAWBERRY 21G (BOX),8851019015224
511,1,GO ON PANTS L1 (RCG),8858947824522
512,1,GO ON PANTS M1 (RCG),8858947821620
513,1,GO ON PANTS S1 (RCG),8858947822528
514,1,GO ON PANTS XL1 (RCG),8858947825529
515,10,GO POTATO ORIGINAL FLAVOUR 10G (PAK),8994834000331
516,11,GOLDA COFFEE DOLCE LATTE 200 ML (BTL),8998866201841
517,11,GOOD DAY FUNTASTIC MOCACINNO 250 ML (BTL),8991002121010
518,11,GOOD DAY ORIGINAL CAPPUCCINO 250 ML (BTL),8991002121089
519,10,GOODBIS BISKUIT COKELAT 99 G,8997028380523
520,10,GOODBIS BISKUIT PEANUT 99 G,8997028380516
521,10,GOODBIS BISKUIT PENEAPLE 99 G,8997028380356
522,13,GOOD DAY CHOCOCHINO 20G (BND),8991002103832
523,13,GOOD DAY CHOCOCHINO 20G (RCG),
524,13,GOOD DAY COOLIN LATTE 20G (BND),8991002103436
525,13,GOOD DAY COOLIN LATTE 20G (RCG),
526,13,GOOD DAY MOCACHINO 20G (BND),8991002103238
527,13,GOOD DAY MOCACHINO 20G (RCG),
528,13,GOOD DAY VANILLA LATTE 20G (BND),8991002103337
529,13,GOOD DAY VANILLA LATTE 20G (RCG),
530,10,SEGITIGA BINTANG GULA PASIR 800 G,8994755030325
531,10,GOOD TIME DOUBLE CHOC 16G (BOX),8994755030332
532,1,GOON PANTS BOY & GIRLS XL22,8858947820715
533,1,GOON PANTS L18,8858947820722
534,10,GOPEK SNACK CRACKERS AYAM BBQ 30 G,8994834005992
535,10,GORIORIO ORIGINAL 12 G (RCG),8994834000218
536,8,SEGITIGA BINTANG GULA PASIR 800 G,8997032010546
537,8,GULAKU 1KG,8995177101112
538,8,GULAVIT 1KG,8997218680327
539,8,GULAVIT 500G,8997218680334
540,8,HAAN ICE CREAM MIX CHOCOLATE 90 G,8992993352223
541,8,HAAN PUDDING MANGO 145 G,8992993525740
542,16,HANDSOME LEM KOREA,8997016490036
543,9,"HAPPYDENT WAVE RASA BUAH 172,5 G",
544,10,HATARI BANANA BISCUITS 90 G,8997025910228
545,10,HATARI CHOCOLATE BISCUITS 90 G,8997025911317
546,10,HATARI COCONUT BISCUITS 90 G,8997025911300
547,10,HATARI SEE HONG PUFF KELAPA 260 G,8997025911058
548,10,HATARI SEE HONG PUFF MALKIST 245 G,8997025914059
549,3,HEAD & SHOULDERS MEN SHP COOL BLAST 165 ML (BTL),4902430506960
550,3,HEAD & SHOULDERS SHP BERSIH & HARUM 160 ML (BTL),4902430102254
551,3,HEAD & SHOULDERS SHP BERSIH & HARUM 70 ML (BTL),4902430414289
552,3,HEAD & SHOULDERS SHP MENTHOL DINGIN 160 ML (BTL),4902430102247
553,3,HEAD & SHOULDERS SHP MENTOL DINGIN 70 ML,4902430414296
554,3,HEAD & SHOULDERS SHP SELEMBUT SUTRA DINGIN 70 ML,4902430430883
555,3,HERBORIST FACE TONIC ROSE 100 ML,8997016378365
556,6,HERS PROTEX EXTRA MAXI NW 23 CM 12'S,8998866602280
557,6,HERS PROTEX EXTRA MAXI SOFT 1 PADS (RCG),8998866500340
558,6,HERS PROTEX MAXI WING EXTRA SOFT 23CM 1 PADS (RCG),8998866500357
559,2,HIT MAT + ALAT,8992745120186
560,2,HIT MAT + ALAT (BOX),8992745120148
561,2,HIT MAT REFILL ISI 48,8992745120650
562,2,HIT SPRAY LILY BLOSSOM 200 ML,8992745140955
563,2,HIT SPRAY LILY BLOSSOM 415 ML,8992745705420
564,2,HIT SPRAY ORANGE 200 ML,8992745120407
565,2,HIT SPRAY ORANGE 415 ML,8992745120469
566,3,HOSANA SPONGE MANDI,8931458210258
567,4,HOT IN CREAM (BTL) 120 G,8997021870328
568,4,"HOT MIL CKLT, MELON, STRW 6 G",
569,4,IM BOOST VITAMIN C ORANGE 8'S,8998777144527
570,3,"IMPLORA DEEP BLACK MASCARA 3,8 G",1213030000028
571,3,IMPLORA EYELINER BLACK PEN,1205030000160
572,3,IMPLORA INTENSE MATTE LIPSTIK 01,1212050001008
573,3,IMPLORA INTENSE MATTE LIPSTIK 02,1212050002005
574,3,IMPLORA INTENSE MATTE LIPSTIK 03,1212050003002
575,3,IMPLORA INTENSE MATTE LIPSTIK 04,1212050004009
576,3,IMPLORA INTENSE MATTE LIPSTIK 05,1212050005006
577,3,IMPLORA INTENSE MATTE LIPSTIK 06,1212050006003
578,3,IMPLORA LIP CREAM 01,1212040001001
579,3,IMPLORA LIP CREAM 02,1212040002008
580,3,IMPLORA LIP CREAM 03,1212040003005
581,3,IMPLORA LIP CREAM 08,1212040008000
582,3,IMPLORA LIP CREAM 09,1212040009007
583,3,IMPLORA LIP CREAM 10,1212040010003
584,3,IMPLORA LIP CREAM 20,1212040020002
585,3,IMPLORA LIPTINT 01,1212060001005
586,3,IMPLORA LIPTINT 02,1212060002002
587,3,IMPLORA LIPTINT 03,1212060003009
588,3,IMPLORA LIPTINT 04,1212060004006
589,3,IMPLORA LIPTINT 05,1212060005003
590,3,IMPLORA LIPTINT 06,1212060006000
591,13,INDOCAFE KOPIMIX 20G (BND),9311931024036
592,13,INDOCAFE KOPIMIX 20G (RCG),
593,8,INDOFOOD EXTRA PEDAS (BTL) 135 ML,089686400816
594,8,INDOFOOD KECAP MANIS 225 ML,089686420210
595,8,INDOFOOD KECAP MANIS 520 ML,089686420678
596,8,INDOFOOD KECAP MANIS (BTL) 135 ML,089686420036
597,8,INDOFOOD RACIK GULAI 45G,089686440089
598,8,INDOFOOD RACIK IKAN GORENG 20G,089686386462
599,8,INDOFOOD RACIK IKAN GORENG 20G (RCG),
600,8,INDOFOOD RACIK NASI GORENG 20G,089686386011
601,8,INDOFOOD RACIK NASI GORENG 20G (RCG),
602,8,INDOFOOD RACIK OPOR AYAM 45G,089686440287
603,8,INDOFOOD RACIK SAYUR ASEM 33G,089686386110
604,8,INDOFOOD RACIK SAYUR ASEM 33G (RCG),
605,8,INDOFOOD RACIK SAYUR LODEH 25G,089686386165
606,8,INDOFOOD RACIK SAYUR LODEH 25G (RCG),
607,8,INDOFOOD RACIK SAYUR SOP 20G,089686386318
608,8,INDOFOOD RACIK SAYUR SOP 20G (RCG),
609,8,INDOFOOD RACIK TEMPE GORENG 20G,089686386417
610,8,INDOFOOD RACIK TEMPE GORENG 20G (RCG),
611,8,INDOFOOD SAMBAL EXTRA PEDAS (BTL) 275 ML,089686400854
612,8,INDOFOOD SAMBAL PEDAS 216 G (SCT),089686400397
613,8,INDOFOOD SAMBAL PEDAS (BTL) 135 ML,089686400427
614,8,INDOFOOD SAMBAL PEDAS (BTL) 275 ML,089686400359
615,8,INDOFOOD SAMBAL PEDAS DAHSYAT (BTL) 135 ML,089686400045
616,8,INDOFOOD SAUCE BANGKOK 135 ML,089686401011
617,8,INDOFOOD SAUCE TOMAT (BTL) 135 ML,089686401721
618,7,INDOMIE AYAM BAWANG 69G,089686010015
619,7,INDOMIE AYAM BAWANG 69G (KRT),10089686010012
620,7,INDOMIE AYAM SPESIAL 86G,089686010046
621,7,INDOMIE AYAM SPESIAL 86G (KRT),10089686010043
622,7,INDOMIE GORENG 85G,089686010947
623,7,INDOMIE GORENG 85G (KRT),10089686010944
624,7,INDOMIE GORENG ACEH 90G,089686043204
625,7,INDOMIE GORENG ACEH 90G (KRT),10089686043201
626,7,INDOMIE GORENG AYAM POP 85G,089686043648
627,7,INDOMIE GORENG AYAM POP 85G (KRT),1008968643645
628,7,INDOMIE GORENG CABE IJO 85G,089686010718
629,7,INDOMIE GORENG CABE IJO 85G (KRT),
630,7,INDOMIE GORENG IGA PENYET 80G,089686043686
631,7,INDOMIE GORENG IGA PENYET 80G (KRT),100896860043686
632,7,INDOMIE GORENG RENDANG 91G,089686910704
633,7,INDOMIE GORENG RENDANG 91G (KRT),
634,7,INDOMIE GORENG SAMBAL RICA-RICA 85G,089686043273
635,7,INDOMIE GORENG SAMBAL RICA-RICA 85G (KRT),10089686043270
636,7,INDOMIE HYPE ABIS SEBLAK HOT JELETOT 75 G,089686043495
637,7,INDOMIE HYPE ABIS SEBLAK HOT JELETOT 75 G (KRT),
638,7,INDOMIE KARI AYAM 72G,089686010527
639,7,INDOMIE KARI AYAM 72G (KRT),
640,7,INDOMIE KOCOK BANDUNG 45G,089686011289
641,7,INDOMIE KOCOK BANDUNG 45G (KRT),10089686011279
642,7,INDOMIE SOTOMIE 70G,089686010343
643,7,INDOMIE SOTOMIE 70G (KRT),10089686010340
644,7,INDOMILK KENTAL MANIS (POUCH) PUTIH 545G,8993007003902
645,7,INDOMILK SUSU KENTAL COKLAT 370G (KLG),8992702000063
646,12,INDOMILK SUSU KENTAL COKLAT 37G (RCG),8993007001700
647,12,INDOMILK SUSU KENTAL PUTIH 370G (KLG),8992702000018
648,12,INDOMILK SUSU KENTAL PUTIH 37G (RCG),8993007001694
649,3,INSTANCE HS LIQUID 100 ML,8993417096228
650,3,IZZI EVERLAND PARK 100 ML,8992856902701
651,3,IZZI SWEET LOVE 100 ML,8992856890824
652,9,JAGOAN NEON MANGGA 7 G (RCG),8997878001951
653,9,JAGOAN NEON STROBERI 7 G (RCG),8997878001944
654,3,JF BW ANTI ACNE 90G,8993005116024
655,3,JF BW DERMAMED 90G,8993005112019
656,5,JOHNSONS BABY BATH 100 ML,9556006060193
657,5,JOHNSONS BABY SHP 100 ML,8991111102603
658,6,JOLLY 250 SHEETS,8992759170580
659,10,KALPA WAFER CHOCOLATE KELAPA 22G,8996001354001
660,10,KALPA WAFER CHOCOLATE KELAPA 22G (BOX),8996001354018
661,13,KAPAL API SPECIAL MIX 24G (BND),8991002105485
662,13,KAPAL API SPECIAL MIX 24G (RCG),
663,10,HATARI TWINS CHOCOLATE AND BLUEBERRY 190G,8997025913076
664,11,KIRANTI ORIGINAL 150 ML (BTL),8991102800020
665,9,KIS MINT APPLE PEACH 125 G,8996001321522
666,9,KIS MINT GRAPE 125 G,8996001321539
667,2,KISPRAY AMORIS REFFIL,8992772193054
668,2,KISPRAY BLUISH (BTL) 318 ML,8992772195058
669,2,KISPRAY GLAMOURS GOLD (BTL) 318 ML,8992772195096
670,2,KISPRAY GLAMOROUS GOLD 300 ML,8992772198059
671,2,KISPRAY SEGERIS 318 ML,8992772195010
672,2,KISPRAY VIOLET 300 ML,8992772198042
673,2,KISPRAY VIOLET (BTL) 318 ML,8992772195089
674,9,KISS MINT CHERRY 125 G,8996001321515
675,2,KIT BLACLK MAGIC TIRE GEL 200 ML,8992779281204
676,2,KIT CHAIN LUBE 110 ML,8992779289101
677,2,KIT MULTI GUNA REFFIL 100 ML,8992779269905
678,2,KIT MULTI GUNA (SCT) 25 ML,8992779269202
679,2,KIT MULTI GUNA SPRAY 100 ML,8992779269103
680,2,KIT PASTE WAX 60 G,8992779261800
681,2,KIT SHAMPOO MOTOR (SCT) 15 ML,8992779266003
682,8,KOBE BON CABE NORI LEVEL 3 35 G,8995899216484
683,8,"KOBE BON CABE ORIGINAL  LEVEL 30 4,5G",8995899250150
684,8,KOBE BON CABE ORIGINAL LEVEL 10 50 G,8995899250310
685,8,"KOBE BON CABE ORIGINAL LEVEL 10 4,5G",8995899250112
686,8,"KOBE BON CABE ORIGINAL LEVEL 15 4,5G",8995899250143
687,8,KOBE BON CABE ORIGINAL LEVEL 30 40 G,8995899250358
688,8,KOBE TEPUNG BUMBU KENTUCKY 210 G,8995899130339
689,8,KOBE TEPUNG BUMBU SERBAGUNA SPECIAL 210 G,8995899110638
690,8,KOBE TEPUNG BUMBU TEMPE KRIUK 200 G,8995899111031
691,5,KODOMO BW ORANGE 200 ML,8998866105255
692,5,KODOMO SHP & CON CHERRY 200 ML,8998866107815
693,5,KODOMO SHP & CON ORANGE 200 ML,8998866105279
694,5,KODOMO SHP & CON STRW 200 ML,8998866105286
695,8,KOEPOE KOEPOE BAKING POWDER 45G,8992984820410
696,8,KOEPOE KOEPOE PERISA VANILA  20 G,8992984821752
697,8,KOEPOE KOEPOE PERISA VANILA (SCT) 2 G,8992984821714
698,8,KOEPOE KOEPOE PEWANGI VANILLA 25 ML,8992984832413
699,8,KOEPOE KOEPOE PEWARNA BIRU 30 ML,8992984851216
700,8,KOEPOE KOEPOE PEWARNA COKLAT 30 ML,8992984851018
701,8,KOEPOE KOEPOE PEWARNA HIJAU MUDA 30 ML,8992984850714
702,8,KOEPOE KOEPOE PEWARNA HIJAU TUA 30 ML,8992984850615
703,8,KOEPOE KOEPOE PEWARNA HITAM 30 ML,8992984851315
704,8,KOEPOE KOEPOE PEWARNA ORANGE 30 ML,8992984850813
705,8,KOEPOE KOEPOE PEWARNA UNGU 30 ML,8992984850912
706,8,KOEPOE KOEPOE SODA KUE 81 G,8992984820717
707,8,KOEPOE KOEPOE SP 30G,8992984821318
708,8,KOEPOE KOEPOE TBM 35G,8992984821219
709,3,KOJIE SAN GOATS MILK 65 G,8997024498123
710,10,KOKOLA KUKIS BUTTER 90 G,8998389121220
711,10,KOKOLA KUKIS KELAPA 90 G,8998389121237
712,10,KOKOLA MILK CRACKERS 110 G,8998389631101
713,10,KOKOLA KUKIS MOCHACHINO 90 G,8998389121350
714,10,KOKOLA KUKIS SUSU VANILA 90 G,8998389121381
715,4,KOMIX HERBAL ORIGINAL (SCT) 15 ML,8993058305208
716,4,KOMIX JAHE (SCT) 7 ML,8993058300500
717,4,KONICARE MINYAK TELON 60 ML,8998667400283
718,4,KONICARE MINYAK TELON LAVENDER 60 ML,8998667400931
719,11,KOPIKAP CAPPUCCINO 150 ML CUP,8996001600153
720,11,KOPIKAP CAPPUCCINO 150 ML (KRT),18996001600181
721,11,KOPIKO 78*C COFFEE LATTE 240 ML (BTL),8996001600221
722,9,KOPIKO CAPPUCCINO CANDY 175 G,8996001320136
723,9,KOPIKO COFFEE CANDY 175 G,8996001320051
724,9,KOPIKO COFFEE CANDY 24 G,8996001340998
725,11,KOPIKO LUCKY DAY 180 ML (BTL),8996001600597
726,8,KRAFT CHEDAAR 160 G,8998009080500
727,8,KRAFT CHEDAAR MINI 30 G,7622300065201
728,8,KRAFT CHEDAAR MINI 70 G,7622210193957
729,11,KRATINGDAENG REDBULL 250,8997028440012
730,11,KRATINGDENG 150 ML (BTL),8886057883665
731,10,REBO KUACI GREEN TEA 70 G,8995108509574
732,12,LACTAMIL PREGNASIS COKELAT 200 G,8999099922466
733,12,LACTAMIL PREGNASIS VANILA 200 G,8999099922480
734,8,LADAKU MERICA BUBUK 3 G (BND),8997011930674
735,8,LADAKU MERICA BUBUK 3 G (RCG),
736,16,LAKBAN BENING BESAR,
737,16,LAKBAN COKLAT BESAR,
738,16,LAKBAN HITAM BESAR,
739,16,LAKU LAMPU 20 W,8866733211043
740,16,LAKU LAMPU 30 W,8866733211050
741,16,LAKU LAMPU 5 W,8866733211012
742,11,LARUTAN CAP BADAK 200 ML (BTL),8999988888989
743,11,LARUTAN CAP BADAK 500 ML (BTL),8999988888972
744,11,LARUTAN CAP BADAK JAMBU 320 ML (KLG),8999988888842
745,11,LARUTAN CAP BADAK JERUK 320 ML (KLG),8999988888811
746,11,LARUTAN CAP BADAK LECI 320 ML (KLG),8999988888866
747,6,LAURIER ACTIVE DAY MAXI NW 22 CM 10'S,8992727000055
748,6,LAURIER ACTIVE DAY MAXI NW 22 CM 20'S,8992727000062
749,6,LAURIER NATURAL CLEAN WING 22CM ISI 5,8992727008341
750,6,LAURIER RELAX NIGHT WING 30CM ISI 1 (RCG),8992727004558
751,6,LAURIER RELAX NIGHT WING 30CM ISI 8,8851818936805
752,16,LEM TEMBAK REFFIL,
753,10,LEMONIA BISKUIT LEMON 20G (PAK),8888166609594
754,10,LEMONIA RASA LEMON 130 G,8888166330306
755,10,LEMONILO AYAM BAWANG 70 G,8997222130191
756,7,LEMONILO AYAM BAWANG 70 G (KRT),
757,7,LEMONILO MIE GORENG 80G,8997222130016
758,7,LEMONILO MIE GORENG 80G (KRT),
759,3,LERVIA SABUN SUSU AVOCADO 90G,8993379260767
760,3,LERVIA SABUN SUSU HONEY 90G,8993379255565
761,3,LERVIA SABUN SUSU MILK 90G,8993379254469
762,3,LIFEBUOY BW COOL FRESH 250 ML,8999999001094
763,3,LIFEBUOY BW LEMON FRESH 100 ML (BTL),8999999027254
764,3,LIFEBUOY BW LEMON FRESH 250 ML,8999999027278
765,3,LIFEBUOY BW LEMON FRESH 60 G,
766,3,LIFEBUOY BW LEMON FRESH 60 G (PAK),8999999053307
767,3,LIFEBUOY BW LEMON FRESH 90 ML,8999999559540
768,3,LIFEBUOY BW MILD CARE 100 ML (BTL),8999999001247
769,3,LIFEBUOY BW MILD CARE 250 ML,8999999001124
770,3,LIFEBUOY BW MILD CARE 60 G (PAK),8999999046989
771,3,LIFEBUOY BW MILD CARE 70 G,8999999059316
772,3,LIFEBUOY BW TOTAL 10 100 ML (BTL),8999999001230
773,3,LIFEBUOY BW TOTAL 10 250 ML,8999999001117
774,3,LIFEBUOY BW TOTAL 10 60 G (PAK),8999999046996
775,3,LIFEBUOY BW TOTAL 10 70G,8999999059309
776,3,LIFEBUOY BW TOTAL 10 90 ML,8999999559533
777,3,LIFEBUOY SHP ANTI DANDRUFF 10 ML (RCG),8999999027056
778,3,LIFEBUOY SHP ANTI KETOMBE 170 ML (BTL),8999999033217
779,3,LIFEBUOY SHP KUAT & BERKILAU 170 ML (BTL),8999999033170
780,3,LIFREE POPOK DEWASA PEREKAT L 8,8993189272486
781,2,LN CLEAN 480 ML (BTL),
782,3,LOMIRA EYE BROW PENCIL BLACK&BROWN,6970067230099
783,10,LOTTE TOPO CHOCOLATE 17G,8852008510072
784,10,LOTTE TOPO CHOCOLATE 17G (BOX),8852008510324
785,13,LUWAK COLLAGEN 5'S,8994171101807
786,13,LUWAK WHITE COFFEE ORIGINAL 20G (BND),8994171101289
787,13,LUWAK WHITE COFFEE ORIGINAL 20G (RCG),
788,13,LUWAK WHITE COFFEE OVALCCINO 25 G,8994171102552
789,13,LUWAK WHITE COFFEE TARIK MALAKA 30G (BND),8994171101968
790,13,LUWAK WHITE COFFEE TARIK MALAKA 30G (RCG),
791,13,LUWAK WHITE KOFFIE ORIGINAL 220 ML (BTL),8994171102101
792,3,LUX BW BOTANICALS BLUE PEONY 75G,8999999036676
793,3,LUX BW BOTANICALS MAGICAL ORCHID 75G,8999999036690
794,3,LUX BW BOTANICALS SOFT ROSE 250 ML,8999999036898
795,3,LUX BW BOTANICALS VELVET JASMINE 250 ML,8999999036904
796,3,LUX BW BOTANICALS SOFTROSE 75G,8999999036607
797,3,LUX BW BOTANICALS VELVET JASMINE 75G,8999999036638
798,11,M-150 MINUMAN ENERGI 150 ML,8851123212038
799,3,MAKARIZO HE OLIVE EXTRACT 30 ML,800142384651
800,2,MAMA LEMON (BTL) 400 ML,8998866182171
801,2,MAMA LEMON JERUK NIPIS 115 ML,8998866105132
802,2,MAMA LEMON JERUK NIPIS 450 ML,8998866105149
803,2,MAMA LEMON JERUK NIPIS 780 ML,8998866105156
804,2,MAMA LEMON JERUK NIPIS (BTL) 400 ML,8998866105163
805,2,MAMA LIME POWER STAIN ALL IN 1 (BTL) 500 G,8998866106207
806,3,MAMAYA CUCUMBER SOAP 85 G,8997214430094
807,3,MAMAYA RICEMILK SOAP 60 G,8997214430025
808,1,MAMY LOVE M1,8994878000076
809,1,MAMY POKO PANTS L1 (RCG),8993189270819
810,1,MAMY POKO PANTS L8,8993189270826
811,1,MAMY POKO PANTS M1 (RCG),8993189270796
812,1,MAMY POKO PANTS M9,8993189270802
813,1,MAMY POKO PANTS ROYAL SOFT  BOYS L 24,8993189379789
814,1,MAMY POKO PANTS ROYAL SOFT GIRLS L 24,8993189379796
815,1,MAMY POKO PANTS S1 (RCG),8993189271748
816,1,MAMY POKO PANTS S11,8993189271762
817,1,MAMY POKO PANTS S22,8993189271854
818,1,MAMY POKO PANTS XL 20,8993189271021
819,1,MAMY POKO PANTS XL 26,8993189272158
820,1,MAMY POKO PANTS XL1 (RCG),8993189270833
821,1,MAMY POKO PANTS XL7,8993189270840
822,1,MAMY POKO PANTS XXL 6,8993189270857
823,1,MAMY POKO PEREKAT NB-S 12,8993189272356
824,3,MARCKS BEDAK POWDER PUTIH 40 G,8995026801026
825,13,MARIMAS JERUK 7G (RCG),8993500019912
826,13,MARIMAS MANGGA 7G (RCG),8993500019103
827,3,MARINA BL NATURAL NUTRI SERUM 185 ML,8999908045706
828,3,MARINA BL NATURAL NUTRI SERUM 95 ML,8999908045607
829,3,MARINA BL BRIGHT AND FRESH LEMON 185 ML,8999908010704
830,3,MARINA BL BRIGHT AND FRESH LEMON 92 ML,8999908010605
831,3,MARINA BL HEALTHY AND GLOW 185 ML,8999908082800
832,3,MARINA BL HEALTHY AND GLOW 92 ML,8999908082701
833,3,MARINA BL HYDRA BRIGHT 185 ML,8999908559500
834,3,MARINA BL HYDRA BRIGHT 92 ML,8999908559401
835,3,MARINA BL NAURISHED AND HEALTHY 190 ML,8999908061003
836,3,MARINA BL NAURISHED AND HEALTHY 95 ML,8999908060709
837,3,MARINA BL RICH MOISTURIZING 190 ML,8999908214805
838,3,MARINA BL SMOOTH AND GLOW 95 ML,8999908060808
839,3,MARINA BL COLLAGEN  92 ML,8999908734709
840,8,MASAKO AYAM 100G,8992770034175
841,8,MASAKO AYAM 250G,8992770034151
842,8,MASAKO AYAM 9G (RCG),8992770033130
843,8,MASAKO SAPI 100G,8992770034182
844,8,MASAKO SAPI 250G,8992770034168
845,8,MASAKO SAPI 9G (RCG),8992770033147
846,3,MEDICARE SOAP BLACK 90 G,8993379260026
847,3,MEDICARE SOAP DARK BLUE 90 G,8993379121211
848,3,MEDICARE SOAP LIGHT BLUE 90 G,8993379260804
849,3,BIORE MENS BW COOL ENERGY REFILL 250 ML,8992727001687
850,3,BIORE MENS BW HYGIENIC ENERGY REFILL 250 ML,8992727003834
851,9,MENTOS GRAPE ROLL 29 G,8990800022567
852,9,MENTOS MINT ROLL 29 G,8990800022543
853,9,MENTOS RAINBOW ROLL 29 G,8990800022574
854,1,MERRIES PANTS L1 (RCG),8992727005388
855,1,MERRIES PANTS L8,8992727005395
856,1,MERRIES PANTS M1 (RCG),8992727005340
857,1,MERRIES PANTS M9,8992727005357
